SceneID,Name,Kind,MaxPlayer,MinLv,MaxLv,Effect
11521,Sơn động Thái Sơn,1,20,0,0,0
11522,Sơn động Thái Sơn,1,20,0,0,0
11523,Sơn động Thái Sơn,1,20,0,0,0
11524,Sơn động Thái Sơn,1,20,0,0,0
11525,Sơn động Thái Sơn,1,20,0,0,0
11526,Sơn động Thái Sơn,1,20,0,0,0
11527,Sơn động Thái Sơn,1,20,0,0,0
11528,Sơn động Thái Sơn,1,20,0,0,0
11529,Sơn động Thái Sơn,1,20,0,0,0
11531,Động Thần Quỷ,1,20,0,0,0
11532,Động Thần Quỷ,1,20,0,0,0
11533,Động Thần Quỷ,1,20,0,0,0
11534,Động Thần Quỷ,1,20,0,0,0
11535,Động Thần Quỷ,1,20,0,0,0
11536,Động Thần Quỷ,1,20,0,0,0
11537,Động Thần Quỷ,1,20,0,0,0
11538,Động Thần Quỷ,1,20,0,0,0
11539,Động Thần Quỷ,1,20,0,0,0
11540,Động Thần Quỷ,1,20,0,0,0
11541,Động Thần Quỷ,1,20,0,0,0
11542,Động Thần Quỷ,1,20,0,0,0
11543,Động Thần Quỷ,1,20,0,0,0
11544,Động Thần Quỷ,1,20,0,0,0
11551,Động Phùng Lai,1,20,0,0,0
11552,Động Phùng Lai,1,20,0,0,0
11553,Động Phùng Lai,1,20,0,0,0
11554,Động Phùng Lai,1,20,0,0,0
11555,Động Phùng Lai,1,20,0,0,0
11556,Động Phùng Lai,1,20,0,0,0
11557,Động Phùng Lai,1,20,0,0,0
11558,Động Phùng Lai,1,20,0,0,0
11559,Động Phùng Lai,1,20,0,0,0
11560,Động Phùng Lai,1,20,0,0,0
11561,Động Phùng Lai,1,20,0,0,0
11562,Động Phùng Lai,1,20,0,0,0
11563,Động Phùng Lai,1,20,0,0,0
11564,Động Phùng Lai,1,20,0,0,0
11565,Động Phùng Lai,1,20,0,0,0
11566,Động Phùng Lai,1,20,0,0,0
11567,Động Phùng Lai,1,20,0,0,0
11568,Động Phùng Lai,1,20,0,0,0
11569,Động Phùng Lai,1,20,0,0,0
11570,Động Phùng Lai,1,20,0,0,0
11571,Động Phùng Lai,1,20,0,0,0
11581,Hầm mỏ Đông Quận,1,20,0,0,0
11582,Hầm mỏ Đông Quận,1,20,0,0,0
11583,Hầm mỏ Đông Quận,1,20,0,0,0
11584,Hầm mỏ Đông Quận,1,20,0,0,0
11585,Hầm mỏ Đông Quận,1,20,0,0,0
11586,Hầm mỏ Đông Quận,1,20,0,0,0
11587,Hầm mỏ Đông Quận,1,20,0,0,0
11801,Rừng Đông Quận,1,20,0,0,0
11802,Rừng Đông Quận,1,20,0,0,0
11803,Rừng Đông Quận,1,20,0,0,0
11811,Rừng Đông Khưu,1,20,0,0,0
11821,Rừng Phùng Lai,1,20,0,0,0
11822,Rừng Phùng Lai,1,20,0,0,0
11823,Rừng Phùng Lai,1,20,0,0,0
11831,Bia lâm Lang Gia,1,20,0,0,0
11832,Bia lâm Lang Gia,1,20,0,0,0
11841,Rừng Mi Sơn,1,20,0,0,0
12000,Kí Châu,1,20,0,0,0
12001,Cửa thành Trác Quận,1,20,0,0,0
12002,Đường phố Trác Quận,1,20,0,0,0
12003,Quảng Trường,1,20,0,0,0
12004,Nhà Trương Phi,1,20,0,0,0
12005,Đào Viên,1,20,0,0,0
12007,Quán trọ Trác Quận,1,20,0,0,0
12009,Phú hộ Trác Quận,1,20,0,0,0
12011,Cửa thành Cự Lộc,1,20,0,0,0
12012,Tế đàn Cự Lộc,1,20,0,0,0
12013,Hoàng Cân địa huyệt,1,20,0,0,0
12014,Cửa thành Cự Lộc,1,20,0,0,0
12015,Bần hộ Trác Quận,1,20,0,0,0
12018,Quán trà Trác Quận,1,20,0,0,0
12021,Cửa Thành B.Nguyên,1,20,0,0,0
12022,Đại Lộ Bình Nguyên,1,20,0,0,0
12023,Đài Điểm Binh,1,20,0,0,0
12031,Làng Lầu Tang,1,20,0,0,0
12041,Làng Thường Sơn,1,20,0,0,0
12042,Rừng Thường Sơn,1,20,0,0,0
12051,Di tích Bột Hải,1,20,0,0,0
12061,Cửa Thành Ng.Thành,1,20,0,0,0
12062,Đường Nghiệp Thành,1,20,0,0,0
12063,Hoàng Cung Ng.Thành,1,20,0,0,0
12064,Quảng Trường,1,20,0,0,0
12065,Hẻm Nghiệp Thành,1,20,0,0,0
12071,Cửa thành Đại Huyện,1,20,0,0,0
12072,Đường lớn Đại Huyện,1,20,0,0,0
12073,Đường lớn Đại Huyện,1,20,0,0,0
12074,Đường lớn Đại Huyện,1,20,0,0,0
12075,Ch.trường Đại Huyện,0,500,0,0,0
12076,Ch.trường Đại Huyện,0,500,0,0,0
12081,Cửa thành Chân Định,1,20,0,0,0
12082,Đường lớn Chân Định,1,20,0,0,0
12083,Đường lớn Chân Định,1,20,0,0,0
12084,Đường lớn Chân Định,1,20,0,0,0
12085,Ch.trường Chân Định,0,500,0,0,0
12086,Ch.trường Chân Định,0,500,0,0,0
12091,Đổng Tước đài,1,20,0,0,0
12092,Thông Đạo Đổng Tước,1,20,0,0,0
12093,Đại Điện Đổng Tước,1,20,0,0,0
12094,Thang Đổng Tước Đài,1,20,0,0,0
12095,Đỉnh Đổng Tước Đài,1,20,0,0,0
12096,Tế Đàn Đổng Tước,1,20,0,0,0
12097,Thang Đổng Tước Đài,1,20,0,0,0
12101,Phú hộ Nghiệp Thành,1,20,0,0,0
12102,Phú hộ Trác Quận,1,20,0,0,0
12103,Phú hộ Nghiệp Thành,1,20,0,0,0
12104,Tào Phủ Ng.Thành,1,20,0,0,0
12105,Phòng Tào Trực,1,20,0,0,0
12106,Phòng Tào Phi,1,20,0,0,0
12107,Phòng Q.Nữ Vương,1,20,0,0,0
12108,Phòng Chân Mật,1,20,0,0,0
12131,Hộ Thường,1,20,0,0,0
12132,Hộ Thường,1,20,0,0,0
12133,Thường hộ Cự Lộc,1,20,0,0,0
12134,Hộ Thường,1,20,0,0,0
12135,Nhà Triệu Vân,1,20,0,0,0
12136,Thường hộ Trác Quận,1,20,0,0,0
12137,Thường hộ Trác Quận,1,20,0,0,0
12138,Hộ Thường,1,20,0,0,0
12139,Thường hộ Trác Quận,1,20,0,0,0
12140,Nhà Khách,1,20,0,0,0
12171,Bần hộ Nghiệp Thành,1,20,0,0,0
12172,Bần hộ Nghiệp Thành,1,20,0,0,0
12173,Bần hộ Cự Lộc,1,20,0,0,0
12174,Bần hộ Cự Lộc,1,20,0,0,0
12175,Bần hộ Bình Nguyên,1,20,0,0,0
12176,Bần hộ Lầu Tang,1,20,0,0,0
12177,Nhà Lưu Bị,1,20,0,0,0
12179,Bần hộ Trác Quận,1,20,0,0,0
12180,Bần hộ Trác Quận,1,20,0,0,0
12201,Tiệm Rèn,1,20,0,0,0
12202,Tiệm rèn Cự Lộc,1,20,0,0,0
12203,Tiệm Rèn,1,20,0,0,0
12204,Tiệm rèn Trác Quận,1,20,0,0,0
12205,Tiệm rèn Đại Huyện,1,20,0,0,0
12206,Tiệm rèn Chân Định,1,20,0,0,0
12221,Nhà Thuốc,1,20,0,0,0
12222,Nhà thuốc Cự Lộc,1,20,0,0,0
12223,Nhà thuốc Trác Quận,1,20,0,0,0
12224,Nhà thuốc Đại Huyện,1,20,0,0,0
12225,Nhà thuốc Chân Định,1,20,0,0,0
12241,Quán Trọ,1,20,0,0,0
12242,Quán trọ Cự Lộc,1,20,0,0,0
12243,Quán Trọ,1,20,0,0,0
12244,Nhà trọ Nguyệt Lai,1,20,0,0,0
12245,Quán trọ Đại Huyện,1,20,0,0,0
12246,Quán trọ Chân Định,1,20,0,0,0
12261,Tiền Trang,1,20,0,0,0
12262,Tiền trang Cự Lộc,1,20,0,0,0
12263,Tiền Trang,1,20,0,0,0
12264,Tiền Trang,1,20,0,0,0
12265,Tiền Trang,1,20,0,0,0
12266,Kho Đại Huyện,1,20,0,0,0
12267,Kho Chân Định,1,20,0,0,0
12281,Tiệm Trà,1,20,0,0,0
12282,Quán trà Cự Lộc,1,20,0,0,0
12301,Hầu Điện Ng.Thành,1,20,0,0,0
12302,Quan phủ Cự Lộc,1,20,0,0,0
12303,Quan Phủ B.Nguyên,1,20,0,0,0
12304,Quan phủ Trác Quận,1,20,0,0,0
12305,Nhà lao Bình Nguyên,1,20,0,0,0
12306,Trướng Đại Huyện,1,20,0,0,0
12307,Trướng Đại Huyện,1,20,0,0,0
12308,Trướng Chân Định,1,20,0,0,0
12309,Trướng Chân Định,1,20,0,0,0
12310,Quan phủ Bột Hải,1,20,0,0,0
12401,Núi Từ Vô,1,20,0,0,0
12402,Núi Từ Vô,1,20,0,0,0
12403,Núi Từ Vô,1,20,0,0,0
12404,Núi Từ Vô,1,20,0,0,0
12405,Đỉnh núi Từ Vô,1,20,0,0,0
12406,Đỉnh núi Từ Vô,1,20,0,0,0
12407,Đỉnh núi Từ Vô,1,20,0,0,0
12408,Cự Tháp nội cảnh,1,20,0,0,0
12409,Cự Tháp nội cảnh,1,20,0,0,0
12411,Núi Kiệt Thạch,1,20,0,0,0
12412,Núi Kiệt Thạch,1,20,0,0,0
12413,Núi Kiệt Thạch,1,20,0,0,0
12418,Đỉnh núi Từ Vô,1,20,0,0,0
12419,Đỉnh núi Từ Vô,1,20,0,0,0
12421,Lô Long khẩu,1,20,0,0,0
12431,Hồ Quan,1,20,0,0,0
12432,Hồ Quan,1,20,0,0,0
12433,Hồ Quan,1,20,0,0,0
12434,Hồ Quan,1,20,0,0,0
12441,Giới kiều,1,20,0,0,0
12501,Động Đại Hưng Sơn,1,20,0,0,0
12502,Động Đại Hưng Sơn,1,20,0,0,0
12503,Động Đại Hưng Sơn,1,20,0,0,0
12504,Động Đại Hưng Sơn,1,20,0,0,0
12505,Động Đại Hưng Sơn,1,20,0,0,0
12506,Động Đại Hưng Sơn,1,20,0,0,0
12507,Động Đại Hưng Sơn,1,20,0,0,0
12508,Động Đại Hưng Sơn,1,20,0,0,0
12511,Hầm mỏ Thường Sơn,1,20,0,0,0
12512,Hầm mỏ Thường Sơn,1,20,0,0,0
12513,Hầm mỏ Thường Sơn,1,20,0,0,0
12514,Hầm mỏ Thường Sơn,1,20,0,0,0
12515,Hầm mỏ Thường Sơn,1,20,0,0,0
12516,Hầm mỏ Thường Sơn,1,20,0,0,0
12517,Hầm mỏ Thường Sơn,1,20,0,0,0
12518,Hầm mỏ Thường Sơn,1,20,0,0,0
12519,Hầm mỏ Thường Sơn,1,20,0,0,0
12521,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12522,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12523,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12524,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12525,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12526,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12527,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12528,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12529,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12530,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12531,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12532,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12533,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12534,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12535,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12536,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12537,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12538,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12539,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12540,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12541,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12542,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12543,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12544,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12545,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12546,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12547,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12548,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12549,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12550,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12551,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12552,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12553,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12554,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12555,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12556,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12557,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12558,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12559,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12560,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12561,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12562,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12563,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12564,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12565,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12566,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12567,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12568,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12569,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12570,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12571,Đường hầm mỏ Cự Lộc,1,20,0,0,0
12581,Huyệt mộ Triều Ca,1,20,0,0,0
12582,Huyệt mộ Triều Ca,1,20,0,0,0
12583,Huyệt mộ Triều Ca,1,20,0,0,0
12584,Huyệt mộ Triều Ca,1,20,0,0,0
12585,Huyệt mộ Triều Ca,1,20,0,0,0
12586,Huyệt mộ Triều Ca,1,20,0,0,0
12587,Huyệt mộ Triều Ca,1,20,0,0,0
12588,Huyệt mộ Triều Ca,1,20,0,0,0
12589,Huyệt mộ Triều Ca,1,20,0,0,0
12591,Hầm mỏ Trác Quận,1,20,0,0,0
12592,Hầm mỏ Trác Quận,1,20,0,0,0
12593,Hầm mỏ Trác Quận,1,20,0,0,0
12701,Quảng Trường,1,20,0,0,0
12702,Trại Hương Dũng,1,20,0,0,0
12703,Trại Hương Dũng,1,20,0,0,0
12704,Trại Hương Dũng,1,20,0,0,0
12705,Trại Hương Dũng,1,20,0,0,0
12706,Trại Hương Dũng,1,20,0,0,0
12711,Trại Báo Danh,0,20,0,0,0
12721,Rừng Ẩn Thế,1,20,0,0,1
12722,Rừng Ẩn Thế,1,20,0,0,1
12723,Rừng Ẩn Thế,1,20,0,0,0
12724,Rừng Ẩn Thế,1,20,0,0,0
12801,Trác Quận bi lâm,1,20,0,0,0
12802,Rừng Trác Quận,1,20,0,0,0
12803,Rừng Trác Quận,1,20,0,0,0
12804,Trác Quận bi lâm,1,20,0,0,0
12805,Trác Quận bi lâm,1,20,0,0,0
12807,Rừng Trác Quận,1,20,0,0,0
12808,Rừng Trác Quận,1,20,0,0,0
12806,Rừng Di Huyện,1,20,0,0,0
12809,Sa mạc Hồ Quan,1,20,0,0,0
12811,Rừng Vô Chung,1,20,0,0,0
12812,Rừng Vô Chung,1,20,0,0,0
12815,Đất tuyết Lô Long,1,20,0,0,0
12816,Đất tuyết Lô Long,1,20,0,0,0
12817,Đất tuyết Lô Long,1,20,0,0,0
12818,Đất tuyết Lô Long,1,20,0,0,0
12819,Đất tuyết Lô Long,1,20,0,0,0
12820,Đất tuyết Lô Long,1,20,0,0,0
12821,Rừng Trung Sơn,1,20,0,0,0
12822,Rừng Trung Sơn,1,20,0,0,0
12823,Rừng Trung Sơn,1,20,0,0,0
12824,Rừng Trung Sơn,1,20,0,0,0
12825,Rừng Lầu Tang,1,20,0,0,0
12826,Rừng Lầu Tang,1,20,0,0,0
12827,Rừng Lầu Tang,1,20,0,0,0
12828,Rừng Lầu Tang,1,20,0,0,0
12829,Rừng Lầu Tang,1,20,0,0,0
12830,Rừng Lầu Tang,1,20,0,0,0
12831,Rừng Nội Huỳnh,1,20,0,0,0
12841,Rừng Tây Sơn,1,20,0,0,0
12842,Rừng Tây Sơn,1,20,0,0,0
12851,Rừng Lê Dương,1,20,0,0,0
12852,Rừng Lê Dương,1,20,0,0,0
12853,Rừng Lê Dương,1,20,0,0,0
12854,Rừng Lê Dương,1,20,0,0,0
12855,Rừng Lê Dương,1,20,0,0,0
12861,Rừng Triều Ca,1,20,0,0,0
12862,Rừng Triều Ca,1,20,0,0,0
12871,Rừng Mục Dã,1,20,0,0,0
12881,Rừng Hà Nội,1,20,0,0,0
12882,Rừng Hà Nội,1,20,0,0,0
12891,Rừng Cự Lộc,1,20,0,0,0
12911,Lễ đường kết hôn,1,20,0,0,0
12921,Tháp Luyện,1,20,0,0,0
12922,Thông Đạo,1,20,0,0,0
12923,Đại Điện,1,20,0,0,0
12924,Thang Tháp,1,20,0,0,0
12925,Thang Tháp,1,20,0,0,0
12926,Thang Tháp,1,20,0,0,0
12927,Thang Tháp,1,20,0,0,0
12928,Thang Tháp,1,20,0,0,0
12929,Thang Tháp,1,20,0,0,0
12930,Thang Tháp,1,20,0,0,0
12931,Thang Tháp,1,20,0,0,0
12932,Thang Tháp,1,20,0,0,0
12933,Thang Tháp,1,20,0,0,0
12934,Đỉnh Tháp,1,20,0,0,0
12935,Thang Tháp,1,20,0,0,0
12936,Thang Tháp,1,20,0,0,0
12937,Thang Tháp,1,20,0,0,0
12938,Thang Tháp,1,20,0,0,0
12939,Tế đàn thử nghiệm,1,20,0,0,0
12944,Thí luyện sơn đỉnh,1,20,0,0,0
12945,Thang Tháp,1,20,0,0,0
12946,Thang Tháp,1,20,0,0,0
12947,Thang Tháp,1,20,0,0,0
12948,Thang Tháp,1,20,0,0,0
12949,Thí luyện chiến trường,1,20,0,0,0
12950,Thang Tháp,1,20,0,0,0
12951,Thang Tháp,1,20,0,0,0
12952,Thang Tháp,1,20,0,0,0
12953,Thang Tháp,1,20,0,0,0
12954,Thí luyện địa phủ,1,20,0,0,0
12955,Thang Tháp,1,20,0,0,0
12956,Thang Tháp,1,20,0,0,0
12957,Thang Tháp,1,20,0,0,0
12958,Thang Tháp,1,20,0,0,0
12959,Thí luyện Bích Đàm,1,20,0,0,0
12990,Lôi Đài Ng.Thành,1,20,0,0,0
12991,Lôi Đài Cự Lộc,1,20,0,0,0
12992,Lôi Đài Hương Dũng,1,20,0,0,0
13000,Duyện  Dự Châu,1,20,0,0,0
13001,Cửa thành Lạc Dương,1,20,0,0,0
13002,Đại lộ Lạc Dương,1,20,0,0,0
13003,Hoàng Cung L.Dương,1,20,0,0,0
13004,Quảng Trường,1,20,0,0,0
13005,Hoa viên Lạc Dương,1,20,0,0,0
13011,Cửa thành Hứa Xương,1,20,0,0,0
13012,Đại Lộ H.Xương,1,20,0,0,0
13013,Đường nhỏ Hứa Xương,1,20,0,0,0
13014,Điểm Binh Đài,1,20,0,0,0
13015,Hoàng Cung H.Xương,1,20,0,0,0
13016,Đường hẻm Hứa Xương,1,20,0,0,0
13017,Hoa viên Hứa Xương,1,20,0,0,0
13018,Hẻm nhỏ Hứa Xương,1,20,0,0,0
13019,Đường sau Hứa Xương,1,20,0,0,0
13021,Cửa Thành U.Thành,1,20,0,0,0
13022,Đại lộ Uyển Thành,1,20,0,0,0
13023,Cửa động Thiên Độc,1,20,0,0,0
13031,Cửa thành Trần Lưu,1,20,0,0,0
13032,Đạo lộ Trần Lưu,1,20,0,0,0
13033,Đạo lộ Trần Lưu,1,20,0,0,0
13041,Cửa thành Nhữ Nam,1,20,0,0,0
13042,Đại lộ Nhữ Nam,1,20,0,0,0
13043,Hầm mỏ Nhữ Nam,1,20,0,0,0
13051,Làng Dĩnh Xuyên,1,20,0,0,0
13061,Cát Bị Ổ,1,20,0,0,0
13071,Thụ Thiền đài,1,20,0,0,0
13101,Phú hộ Lạc Dương,1,20,0,0,0
13102,Phú hộ Lạc Dương,1,20,0,0,0
13103,Phú hộ Hứa Xương,1,20,0,0,0
13104,Nhà Tào Tháo,1,20,0,0,0
13105,Phú hộ Uyển Thành,1,20,0,0,0
13106,Phú hộ Nhữ Nam,1,20,0,0,0
13107,Phú hộ Dĩnh Xuyên,1,20,0,0,0
13108,Phú hộ Dĩnh Xuyên,1,20,0,0,0
13109,Phú hộ Cát Bị,1,20,0,0,0
13110,Phú hộ Hứa Xương,1,20,0,0,0
13111,Phú hộ Hứa Xương,1,20,0,0,0
13112,Phú hộ Trần Lưu,1,20,0,0,0
13113,Phú hộ Hứa Xương,1,20,0,0,0
13114,Phú hộ Lạc Dương,1,20,0,0,0
13115,Phủ Dương Tu,1,20,0,0,0
13131,Thường hộ Lạc Dương,1,20,0,0,0
13132,Thường hộ Hứa Xương,1,20,0,0,0
13133,Thường Hộ,1,20,0,0,0
13134,Thường hộ Trần Lưu,1,20,0,0,0
13135,Thường Hộ,1,20,0,0,0
13136,Thưởng hộ Cát Bị,1,20,0,0,0
13137,Thường hộ Lạc Dương,1,20,0,0,0
13138,Thường hộ Lạc Dương,1,20,0,0,0
13139,Nhà gỗ Các Bị,1,20,0,0,0
13140,Thường hộ Hứa Xương,1,20,0,0,0
13141,Thường hộ Trần Lưu,1,20,0,0,0
13142,Thường hộ Trần Lưu,1,20,0,0,0
13143,Thường hộ Hứa Xương,1,20,0,0,0
13151,Phòng hoàng đế,1,20,0,0,0
13171,Bần hộ Lạc Dương,1,20,0,0,0
13172,Bần hộ Hứa Xương,1,20,0,0,0
13173,Bần hộ Hứa Xương,1,20,0,0,0
13174,Bần hộ Uyển Thành,1,20,0,0,0
13175,Bần hộ Trần Lưu,1,20,0,0,0
13176,Bần hộ Nhữ Nam,1,20,0,0,0
13177,Bần hộ Dĩnh Xuyên,1,20,0,0,0
13178,Bần hộ Dĩnh Xuyên,1,20,0,0,0
13179,Bần hộ Cát Bị,1,20,0,0,0
13180,Bần hộ Cát Bị,1,20,0,0,0
13181,Bần hộ Lạc Dương,1,20,0,0,0
13182,Bần hộ Lạc Dương,1,20,0,0,0
13183,Bần hộ Dĩnh Xuyên,1,20,0,0,0
13184,Bần hộ Hứa Xương,1,20,0,0,0
13185,Bần hộ Trần Lưu,1,20,0,0,0
13186,Bần hộ Lạc Dương,1,20,0,0,0
13201,Tiềm rèn Lạc Dương,1,20,0,0,0
13202,Tiệm rèn Hứa Xương,1,20,0,0,0
13203,Tiệm rèn Trần Lưu,1,20,0,0,0
13221,Nhà thuốc Lạc Dương,1,20,0,0,0
13222,Nhà thuốc Hứa Xương,1,20,0,0,0
13223,Nhà Thuốc,1,20,0,0,0
13224,Nhà thuốc Nhữ Nam,1,20,0,0,0
13241,Quán trọ Lạc Dương,1,20,0,0,0
13242,Quán trọ Hứa Xương,1,20,0,0,0
13243,Quán trọ Uyển Thành,1,20,0,0,0
13244,Quán trọ Trần Lưu,1,20,0,0,0
